tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H5840412P01T01,Y24H5840412,Y24H5840412P01,1,7,420,8,491,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),71,71.0,80.69007,Vehicle Driver,Work Related,296,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,71,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,80.69007,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1083.542093034,1455.159378975,1517.590993148,999.867362932,1326.184582932,1280.921144221,1053.834463657,866.080023633,0.0,1114.701720396,1259.854996907,MELB - Outer,Greater Melbourne,Weekday,7.0,8.183333333333334,1,0,1,Morning Peak (6-9],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5840412,30->39,Male,Never,168999.0,Limited,Outer
Y24H5840412P01T03,Y24H5840412,Y24H5840412P01,3,13,819,13,820,Retail venue,Shopping Centre,Social,Ate or drank,Greater Dandenong (C),Place of work,My Workplace,Work Related,Own Workplace,Greater Dandenong (C),1,1.0,0.30497,Vehicle Driver,Work Related,131,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.30497,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1083.542093034,1455.159378975,1517.590993148,999.867362932,1326.184582932,1280.921144221,1053.834463657,866.080023633,0.0,1114.701720396,1259.854996907,MELB - Outer,Greater Melbourne,Weekday,13.65,13.666666666666666,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5840412,30->39,Male,Never,168999.0,Limited,Outer
Y24H5840412P02T02,Y24H5840412,Y24H5840412P02,2,9,547,9,550,Place of education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),3,3.0,1.28666,Vehicle Driver,Work Related,494,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.28666,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,765.584865521,887.67969418,886.964675607,842.737893431,805.915420866,929.397995044,721.168282945,611.474280893,0.0,707.927770883,1267.54005522,MELB - Outer,Greater Melbourne,Weekday,9.116666666666667,9.166666666666666,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H5840412,30->39,Female,Never,168999.0,Limited,Outer
Y24H5840422P01T01,Y24H5840422,Y24H5840422P01,1,6,390,7,450,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),60,60.0,27.41509,Vehicle Driver,Work Related,510,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,27.41509,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1664.927495884,2136.948132946,0.0,1861.942780581,2033.993897105,1594.238936594,1676.790286878,1549.102625305,2078.267515402,1864.683148727,1899.599110606,MELB - Outer,Greater Melbourne,Weekday,6.5,7.5,0,0,0,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5840422,30->39,Male,Never,363999.0,Moderate,Outer
Y24H5840422P02T01,Y24H5840422,Y24H5840422P02,1,6,390,7,420,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Whittlesea (C),30,30.0,27.41509,Vehicle Driver,Work Related,480,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,27.41509,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1664.927495884,2136.948132946,0.0,1861.942780581,2033.993897105,1594.238936594,1676.790286878,1549.102625305,2078.267515402,1864.683148727,1899.599110606,MELB - Outer,Greater Melbourne,Weekday,6.5,7.0,0,0,0,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H5840422,30->39,Male,Never,363999.0,Moderate,Outer
Y24H5840425P01T01,Y24H5840425,Y24H5840425P01,1,7,450,8,495,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),45,45.0,22.88727,Vehicle Driver,Work Related,485,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,45,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22.88727,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1260.706830112,1217.239401682,0.0,1237.9549395,2445.005761725,1185.872744746,1219.290256016,1231.265997219,1715.264140778,1093.529746282,1864.231264218,MELB - Outer,Greater Melbourne,Weekday,7.5,8.25,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Very Long (40+),Y24H5840425,20->29,Male,Never,84499.0,Moderate,Outer
Y24H5840431P01T01,Y24H5840431,Y24H5840431P01,1,5,300,5,350,Accommodation,Survey Home,At Home,Go home,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),50,50.0,46.68915,Vehicle Driver,Work Related,730,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,50,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46.68915,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1887.65914234,2519.288119248,0.0,2160.349987041,2254.757922993,1772.129204184,1911.413980195,1704.667021697,2336.218576814,2142.3920884,2155.09981979,MELB - Outer,Greater Melbourne,Weekday,5.0,5.833333333333333,0,0,0,Early Morning (0-6],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5840431,30->39,Male,Never,116999.0,Moderate,Outer
Y24H5840431P02T02,Y24H5840431,Y24H5840431P02,2,9,555,9,570,Place of education,Primary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Hume (C),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),15,15.0,9.18522,Vehicle Driver,Work Related,465,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.18522,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1178.83121573,1229.272054905,0.0,1465.231209905,1100.139939141,1289.936990555,1104.334155917,1051.484348197,1697.231419951,1149.147940415,1892.185494031,MELB - Outer,Greater Melbourne,Weekday,9.25,9.5,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5840431,30->39,Female,Never,116999.0,Moderate,Outer
Y24H5840501P02T01,Y24H5840501,Y24H5840501P02,1,8,490,8,510,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Melton (S),20,20.0,17.33246,Vehicle Driver,Work Related,450,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17.33246,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,298.194587449,0.0,304.798568271,302.761114122,329.444829251,427.439401391,322.40302705,373.060284738,315.202662508,281.75684118,324.745678614,MELB - Outer,Greater Melbourne,Weekday,8.166666666666666,8.5,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H5840501,40->49,Female,Never,450000.0,Moderate,Outer
Y24H5840503P01T02,Y24H5840503,Y24H5840503P01,2,6,404,6,406,Retail venue,Convenience Store,Buy Something,Bought something,Melton (S),Place of work,Another workplace or site,Work Related,Employers Business,Melton (S),2,2.0,0.69006,Vehicle Driver,Work Related,49,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.69006,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1154.176965162,0.0,1086.769615137,1207.723202698,1321.02232347,1348.807289022,1299.184253641,1968.752164245,1238.688526034,1154.78601181,1096.87541355,MELB - Outer,Greater Melbourne,Weekday,6.733333333333333,6.766666666666667,0,0,0,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5840503,30->39,Male,Never,142999.0,Moderate,Outer
Y24H5840503P01T03,Y24H5840503,Y24H5840503P01,3,7,455,9,576,Place of work,Another workplace or site,Work Related,Employers Business,Melton (S),Place of work,Another workplace or site,Work Related,Employers Business,Brimbank (C),121,121.0,6.30769,Vehicle Driver,Work Related,7,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,121,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.30769,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1154.176965162,0.0,1086.769615137,1207.723202698,1321.02232347,1348.807289022,1299.184253641,1968.752164245,1238.688526034,1154.78601181,1096.87541355,MELB - Outer,Greater Melbourne,Weekday,7.583333333333333,9.6,1,0,1,Late Morning (9-12],Short (0-10],Mandatory,Private,Very Long (40+),Y24H5840503,30->39,Male,Never,142999.0,Moderate,Outer
Y24H5840503P01T05,Y24H5840503,Y24H5840503P01,5,9,591,9,594,Retail venue,Fast Food,Buy Something,Bought something,Brimbank (C),Place of work,Another workplace or site,Work Related,Employers Business,Brimbank (C),3,3.0,2.16106,Vehicle Driver,Work Related,115,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.16106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1154.176965162,0.0,1086.769615137,1207.723202698,1321.02232347,1348.807289022,1299.184253641,1968.752164245,1238.688526034,1154.78601181,1096.87541355,MELB - Outer,Greater Melbourne,Weekday,9.85,9.9,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Short (0-10],Y24H5840503,30->39,Male,Never,142999.0,Moderate,Outer
Y24H5840503P01T06,Y24H5840503,Y24H5840503P01,6,11,709,14,893,Place of work,Another workplace or site,Work Related,Employers Business,Brimbank (C),Place of work,Another workplace or site,Work Related,Employers Business,Melton (S),184,184.0,6.10426,Vehicle Driver,Work Related,21,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,184,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.10426,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1154.176965162,0.0,1086.769615137,1207.723202698,1321.02232347,1348.807289022,1299.184253641,1968.752164245,1238.688526034,1154.78601181,1096.87541355,MELB - Outer,Greater Melbourne,Weekday,11.816666666666666,14.883333333333333,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Very Long (40+),Y24H5840503,30->39,Male,Never,142999.0,Moderate,Outer
Y24H5840517P01T01,Y24H5840517,Y24H5840517P01,1,5,300,5,330,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),30,30.0,32.49229,Vehicle Driver,Work Related,600,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,32.49229,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,498.196385511,0.0,435.756132754,513.614555172,593.23281031,626.354667026,634.524352158,758.773522632,518.035776162,467.493505729,471.542584044,MELB - Outer,Greater Melbourne,Weekday,5.0,5.5,0,0,0,Early Morning (0-6],Long (20-40],Mandatory,Private,Long (20-40],Y24H5840517,40->49,Male,Never,142999.0,Limited,Outer
Y24H5840518P01T01,Y24H5840518,Y24H5840518P01,1,7,471,8,495,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),24,24.0,15.66238,Vehicle Driver,Work Related,449,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.66238,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,310.837900922,0.0,374.65442277,313.965978915,371.5542497,387.421577578,294.899842961,465.582962345,321.756630396,295.356280908,331.5625079,MELB - Outer,Greater Melbourne,Weekday,7.85,8.25,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5840518,50->59,Male,Never,142999.0,Moderate,Outer
Y24H5840532P01T01,Y24H5840532,Y24H5840532P01,1,11,690,13,780,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),90,90.0,25.03968,Public Bus,Work Related,600,Walking,Public Bus,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,70,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.03728,18.83271,5.16969,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,650.008958463,552.528920436,983.134216136,0.0,775.631290952,602.59298529,691.407381799,631.885019535,621.098059359,806.818335885,705.493961014,MELB - Outer,Greater Melbourne,Weekday,11.5,13.0,0,0,0,Afternoon (12-15],Long (20-40],Mandatory,Public,Very Long (40+),Y24H5840532,40->49,Male,Never,168999.0,Limited,Outer
Y24H5840532P02T01,Y24H5840532,Y24H5840532P02,1,5,328,5,355,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Brimbank (C),27,27.0,28.4871,Vehicle Driver,Work Related,536,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,27,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,28.4871,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,761.244955335,726.249298708,1004.344140628,0.0,877.195540261,635.865043485,848.568102121,773.147324642,692.672800951,1076.077061569,928.601192271,MELB - Outer,Greater Melbourne,Weekday,5.466666666666667,5.916666666666667,0,0,0,Early Morning (0-6],Long (20-40],Mandatory,Private,Long (20-40],Y24H5840532,40->49,Female,Occasional,168999.0,Limited,Outer
Y24H5840537P01T01,Y24H5840537,Y24H5840537P01,1,8,480,9,549,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),69,64.0,39.83732,Train,Work Related,471,Vehicle Driver,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,47,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.36236,36.48855,0.98641,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,737.788854048,645.062530575,863.445272414,0.0,878.685800483,810.665698623,725.146746171,693.107281745,898.860652648,1056.116127541,696.899477085,MELB - Outer,Greater Melbourne,Weekday,8.0,9.15,1,0,1,Late Morning (9-12],Long (20-40],Mandatory,Public,Very Long (40+),Y24H5840537,40->49,Female,Frequent,97499.0,Moderate,Outer
Y24H5840538P02T01,Y24H5840538,Y24H5840538P02,1,11,660,11,690,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Hume (C),30,30.0,27.35728,Vehicle Driver,Work Related,660,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,27.35728,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,860.807887831,927.381273407,2088.321650126,0.0,768.938184311,870.181632559,825.205512667,710.369129866,984.810380913,1367.911143521,742.260162746,MELB - Outer,Greater Melbourne,Weekday,11.0,11.5,0,0,0,Late Morning (9-12],Long (20-40],Mandatory,Private,Long (20-40],Y24H5840538,30->39,Male,Never,97499.0,Limited,Outer
Y24H5840539P02T01,Y24H5840539,Y24H5840539P02,1,7,420,8,480,Accommodation,Survey Home,At Home,Go home,Melton (S),Place of work,My Workplace,Work Related,Own Workplace,Port Phillip (C),60,60.0,43.26405,Vehicle Driver,Work Related,240,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,43.26405,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,406.761376451,449.052014587,658.522130001,0.0,420.363958081,362.52902261,429.577350953,350.385529155,366.532179485,562.363427838,487.719172393,MELB - Outer,Greater Melbourne,Weekday,7.0,8.0,1,0,1,Morning Peak (6-9],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5840539,30->39,Female,Never,37699.0,Limited,Outer
Y24H5850202P01T01,Y24H5850202,Y24H5850202P01,1,7,475,9,547,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),72,69.0,34.78775,Train,Work Related,528,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,49,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.98515,33.49731,0.30529,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,379.961976418,434.456191184,371.723420031,387.429534198,338.80035468,545.406966926,400.534584985,0.0,423.522908024,437.678877271,378.057029581,MELB - Outer,Greater Melbourne,Weekday,7.916666666666667,9.116666666666667,1,0,1,Late Morning (9-12],Long (20-40],Mandatory,Public,Very Long (40+),Y24H5850202,40->49,Female,Frequent,363999.0,Limited,Outer
Y24H5850205P02T01,Y24H5850205,Y24H5850205P02,1,6,360,6,400,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of work,My Workplace,Work Related,Own Workplace,Knox (C),40,40.0,12.20606,Vehicle Driver,Work Related,380,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,40,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12.20606,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,710.424271964,835.984707949,700.784775104,867.350203808,659.708003969,881.206484792,844.476779577,0.0,743.242477187,828.396737066,678.649830176,MELB - Outer,Greater Melbourne,Weekday,6.0,6.666666666666667,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5850205,50->59,Male,Never,116999.0,Moderate,Outer
Y24H5850212P01T01,Y24H5850212,Y24H5850212P01,1,6,390,7,420,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),30,30.0,14.8602,Vehicle Driver,Work Related,60,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14.8602,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,641.755809244,596.786924635,615.408697995,791.004564995,721.007456345,929.03174532,723.750722109,0.0,617.052137102,774.338851638,631.482727576,MELB - Outer,Greater Melbourne,Weekday,6.5,7.0,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5850212,50->59,Female,Never,285999.0,Moderate,Outer
Y24H5850212P01T02,Y24H5850212,Y24H5850212P01,2,8,480,8,498,Place of work,Another workplace or site,Work Related,Employers Business,Monash (C),Place of work,Another workplace or site,Work Related,Employers Business,Greater Dandenong (C),18,18.0,8.84039,Vehicle Driver,Work Related,87,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.84039,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,641.755809244,596.786924635,615.408697995,791.004564995,721.007456345,929.03174532,723.750722109,0.0,617.052137102,774.338851638,631.482727576,MELB - Outer,Greater Melbourne,Weekday,8.0,8.3,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5850212,50->59,Female,Never,285999.0,Moderate,Outer
Y24H5850212P01T03,Y24H5850212,Y24H5850212P01,3,9,585,10,600,Place of work,Another workplace or site,Work Related,Employers Business,Greater Dandenong (C),Place of work,Another workplace or site,Work Related,Employers Business,Greater Dandenong (C),15,15.0,8.2849,Vehicle Driver,Work Related,90,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.2849,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,641.755809244,596.786924635,615.408697995,791.004564995,721.007456345,929.03174532,723.750722109,0.0,617.052137102,774.338851638,631.482727576,MELB - Outer,Greater Melbourne,Weekday,9.75,10.0,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5850212,50->59,Female,Never,285999.0,Moderate,Outer
