tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H5790215P03T02,Y24H5790215,Y24H5790215P03,2,8,515,8,518,Place of education,Kinder or Preschool,Accompany Someone,Accompanied someone,Monash (C),Place of education,Primary School,Education,At school,Monash (C),3,3.0,0.27,Walking,Education,417,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.27,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,515.094399518,517.558447519,593.792970891,538.384674115,772.895437151,524.745157288,501.131037547,527.118621169,611.270148203,0.0,606.497266246,MELB - Middle,Greater Melbourne,Weekday,8.583333333333334,8.633333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5790215,0->9,Female,Student,285999.0,Limited,Middle
Y24H5790217P03T01,Y24H5790217,Y24H5790217P03,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,2.80217,Vehicle Passenger,Education,440,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.80217,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,720.819985108,726.516510976,857.169504732,772.035856999,1029.996742568,805.214084616,826.079699672,707.120673058,894.978946754,0.0,703.263441472,MELB - Middle,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790217,0->9,Male,Student,168999.0,Limited,Middle
Y24H5790217P04T01,Y24H5790217,Y24H5790217P04,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,2.80217,Vehicle Passenger,Education,440,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.80217,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,622.459814327,630.526520378,748.973318924,673.578134711,905.314767047,683.810214613,697.691805415,606.414841562,766.509055851,0.0,610.472162324,MELB - Middle,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790217,0->9,Male,Student,168999.0,Limited,Middle
Y24H5790218P04T01,Y24H5790218,Y24H5790218P04,1,8,525,8,535,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,1.51152,Bicycle,Education,395,Bicycle,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.51152,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,317.303940317,303.26332434,386.160506388,293.104236283,587.690425177,300.583641256,387.082342637,324.127670417,408.785029592,0.0,318.823507605,MELB - Middle,Greater Melbourne,Weekday,8.75,8.916666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5790218,10->19,Male,Student,168999.0,Limited,Middle
Y24H5790223P06T01,Y24H5790223,Y24H5790223P06,1,8,510,8,520,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,4.01274,Vehicle Passenger,Education,425,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.01274,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,735.573144213,767.60617866,892.301455979,741.563141439,937.147105786,796.135991374,714.553429912,745.345605972,0.0,838.658902022,835.439110642,MELB - Middle,Greater Melbourne,Weekday,8.5,8.666666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790223,0->9,Male,Student,142999.0,Limited,Middle
Y24H5790230P04T01,Y24H5790230,Y24H5790230P04,1,8,480,8,495,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Secondary School,Education,At school,Glen Eira (C),15,15.0,6.96249,Vehicle Passenger,Education,452,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.96249,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,499.929422534,525.02090155,550.573378954,424.593055891,670.928499452,516.975786517,491.219359407,511.704278288,0.0,532.3988469,635.977484011,MELB - Middle,Greater Melbourne,Weekday,8.0,8.25,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5790230,10->19,Male,Student,168999.0,Limited,Middle
Y24H5790237P03T01,Y24H5790237,Y24H5790237P03,1,8,490,8,500,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Secondary School,Education,At school,Monash (C),10,10.0,1.01148,Walking,Education,415,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.01148,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1045.783187893,1107.246880115,1075.16741337,1008.211742302,1570.169724748,990.646608658,1303.081381433,1096.903557819,0.0,1296.31455522,1157.712537491,MELB - Middle,Greater Melbourne,Weekday,8.166666666666666,8.333333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Short (0-10],Y24H5790237,10->19,Male,Student,168999.0,Limited,Middle
Y24H5790237P04T02,Y24H5790237,Y24H5790237P04,2,8,493,8,505,Accommodation,Someone Elses Home,Accompany Someone,Accompanied someone,Monash (C),Place of education,Primary School,Education,At school,Monash (C),12,12.0,5.54761,Vehicle Passenger,Education,445,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.54761,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,386.541158459,381.779299702,435.683368033,350.618410141,656.785601287,375.209361372,428.250151241,394.388201662,0.0,405.614720386,437.563382656,MELB - Middle,Greater Melbourne,Weekday,8.216666666666667,8.416666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5790237,10->19,Male,Student,168999.0,Limited,Middle
Y24H5790240P05T01,Y24H5790240,Y24H5790240P05,1,7,435,7,457,Accommodation,Survey Home,At Home,Go home,Monash (C),Place of education,Tertiary,Education,At Uni/Tech,Monash (C),22,22.0,5.30906,Vehicle Passenger,Education,743,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,22,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.30906,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1201.493781017,1361.586372736,1517.3870943,1457.330912089,1753.582101588,1244.358694031,1254.154536902,1202.90268664,0.0,1327.145466401,1161.359621742,MELB - Middle,Greater Melbourne,Weekday,7.25,7.616666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Long (20-40],Y24H5790240,10->19,Female,Student,246999.0,Limited,Middle
Y24H5790240P06T02,Y24H5790240,Y24H5790240P06,2,7,460,7,468,Place of education,Tertiary,Accompany Someone,Accompanied someone,Monash (C),Place of education,Secondary School,Education,At school,Monash (C),8,8.0,3.63456,Vehicle Passenger,Education,467,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.63456,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,540.124759187,562.469282099,674.894091225,462.017820088,767.703893139,601.629372471,623.482566762,542.074187413,0.0,541.614846158,567.00454475,MELB - Middle,Greater Melbourne,Weekday,7.666666666666667,7.8,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790240,10->19,Male,Student,246999.0,Limited,Middle
Y24H5790240P07T03,Y24H5790240,Y24H5790240P07,3,7,470,8,480,Place of education,Secondary School,Accompany Someone,Accompanied someone,Monash (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,1.1124,Vehicle Passenger,Education,440,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.1124,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,407.714508875,401.283407823,520.257524373,372.086543248,741.436438442,427.841671864,530.673241466,407.092022401,0.0,401.878390492,379.857394407,MELB - Middle,Greater Melbourne,Weekday,7.833333333333333,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790240,10->19,Male,Student,246999.0,Limited,Middle
Y24H5790316P04T01,Y24H5790316,Y24H5790316P04,1,8,490,8,496,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Secondary School,Education,At school,Bayside (C),6,6.0,2.48459,Vehicle Passenger,Education,453,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.48459,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,430.901980104,399.167358206,413.370652153,410.683330859,0.0,345.753061385,464.571196873,687.264885288,500.079120291,527.819381656,474.722240336,MELB - Inner,Greater Melbourne,Weekday,8.166666666666666,8.266666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790316,10->19,Male,Student,363999.0,Moderate,Inner
Y24H5790316P05T01,Y24H5790316,Y24H5790316P05,1,8,490,8,496,Accommodation,Survey Home,At Home,Go home,Bayside (C),Place of education,Secondary School,Education,At school,Bayside (C),6,6.0,2.48459,Vehicle Passenger,Education,453,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.48459,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,429.235092228,397.415792246,411.750787945,409.182246624,0.0,344.446762801,462.636858281,684.727042808,498.169746929,525.857914854,473.138838956,MELB - Inner,Greater Melbourne,Weekday,8.166666666666666,8.266666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5790316,10->19,Male,Student,363999.0,Moderate,Inner
Y24H5800202P04T02,Y24H5800202,Y24H5800202P04,2,11,682,11,705,Personal services,Personal Service NEC,Personal Business,Personal business (eg banking),Melbourne (C),Place of education,Tertiary,Education,At Uni/Tech,Whitehorse (C),23,23.0,18.48088,Vehicle Driver,Education,287,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,23,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18.48088,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,822.786940375,728.420327946,0.0,864.778899831,864.317066756,765.739193681,1007.982522737,889.316110332,1066.429767677,1317.277589869,821.284589118,MELB - Inner,Greater Melbourne,Weekday,11.366666666666667,11.75,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5800202,20->29,Male,Student,194999.0,Limited,Inner
Y24H5800207P04T01,Y24H5800207,Y24H5800207P04,1,14,870,16,990,Other place,Other NEC,Unknown Purpose (at start of day),N/A - Unknown purpose at the start of the day,Mitchell (S),Place of education,Secondary School,Education,At school,Boroondara (C),120,120.0,123.30053,School Bus,Education,15,School Bus,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,120,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,123.30053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2147.500265122,2132.838100086,0.0,2366.980339344,2532.529201926,2109.083018935,2682.145770406,2620.845115423,2163.523631568,2346.747144575,2179.13063884,MELB - Inner,Greater Melbourne,Weekend,14.5,16.5,0,0,0,Evening Peak (15-19],Very Long (40+),Mandatory,Public,Very Long (40+),Y24H5800207,10->19,Male,Student,363999.0,Limited,Inner
Y24H5800210P04T01,Y24H5800210,Y24H5800210P04,1,11,716,12,748,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Secondary School,Education,At school,Boroondara (C),32,32.0,7.14611,Train,Education,224,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,10,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.43238,5.51652,1.19721,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,766.833622055,776.231538469,0.0,903.543000026,867.612883076,754.881040708,788.368526318,978.494496516,645.951308151,999.843459359,748.625680937,MELB - Inner,Greater Melbourne,Weekday,11.933333333333334,12.466666666666667,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Public,Long (20-40],Y24H5800210,10->19,Female,Student,285999.0,Limited,Inner
Y24H5800215P03T01,Y24H5800215,Y24H5800215P03,1,7,465,8,480,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Secondary School,Education,At school,Boroondara (C),15,15.0,7.04778,Vehicle Passenger,Education,431,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.04778,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1174.594971544,1184.91195832,0.0,1313.065279693,1245.089063784,1175.897737235,1538.097828848,1516.515509205,1068.927431696,1017.585380498,1150.793708509,MELB - Inner,Greater Melbourne,Weekday,7.75,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5800215,20->29,Male,Student,194999.0,Limited,Inner
Y24H5800215P04T01,Y24H5800215,Y24H5800215P04,1,7,465,8,480,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Secondary School,Education,At school,Boroondara (C),15,15.0,7.04778,Vehicle Passenger,Education,470,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.04778,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,688.992253057,650.391344688,0.0,745.074123051,701.429322348,669.44058044,649.529094206,1001.129381405,678.118951964,793.766108126,682.673123182,MELB - Inner,Greater Melbourne,Weekday,7.75,8.0,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5800215,10->19,Male,Student,194999.0,Limited,Inner
